tipo_de_emprendimiento,idea_negocio,barrio,estrato,comuna_ciudadano,fecha_de_beneficio,monto_del_credito,línea_credito
comercio,variedades,cabecera san cristobal,3,60.0,2017-04-21,3500000.0,microempresarial
servicio,peluqueria,20 de julio,2,13.0,2018-04-20,4000000.0,microempresarial
servicio,fabrica de,alfonso lopez,2,5.0,2016-07-18,6890000.0,microempresarial
servicio,peluqueria,castilla,3,5.0,2019-06-10,800000000.0,microempresarial
comercio,comidas rapidas,belen,2,16.0,2017-02-02,3500000.0,microempresarial
comercio,miscelanea,mirador del doce,2,6.0,2017-06-01,3000000.0,microempresarial
comercio,barberia,robledo,2,7.0,2018-06-12,7800000.0,microempresarial
comercio,variedades,buenos aires,3,9.0,2017-07-10,7000000.0,microempresarial
industria,fabrica de,llanaditas,1,8.0,2017-02-09,4000000.0,microempresarial
comercio,almacen de ropa en,la libertad,2,8.0,2016-08-19,6800000.0,microempresarial
industria,fabrica de,el socorro,2,13.0,2016-03-10,6890000.0,microempresarial
industria,fabrica de,manrique central no. 1,3,4.0,2016-08-26,1000000.0,microempresarial
comercio,almacen de ropa en,enciso,2,8.0,2016-09-29,6890000.0,microempresarial
comercio,charcuteria,boyaca,3,5.0,2018-02-07,6000000.0,microempresarial
servicio,peluqueria,cordoba,3,7.0,2017-10-11,7370000.0,microempresarial
comercio,cafeteria,castilla,3,5.0,2018-02-02,7812000.0,microempresarial
comercio,legumbreria,san javier no.1,3,13.0,2016-05-26,6890000.0,microempresarial
comercio,tienda,alfonso lopez,2,5.0,2019-06-06,7500000.0,microempresarial
comercio,comidas rapidas,santo domingo savio,1,1.0,2017-12-11,1300000.0,microempresarial
servicio,barberia,picacho,1,6.0,2017-06-06,3500000.0,microempresarial
comercio,tienda,picachito,1,6.0,2017-03-29,5000000.0,microempresarial
industria,fabrica de,buenos aires,3,9.0,2018-07-10,3000000.0,microempresarial
comercio,almacen de ropa en,robledo,1,7.0,2019-05-03,8200000.0,microempresarial
servicio,taller de mecanica,kennedy,2,6.0,2019-01-04,7000000.0,microempresarial
industria,fabrica de,enciso,3,8.0,2018-05-15,7000000.0,microempresarial
comercio,drogueria,aranjuez,3,4.0,2017-04-21,7000000.0,microempresarial
servicio,barberia,buenos aires,2,9.0,2017-10-26,7000000.0,microempresarial
industria,fabrica de,robledo,2,7.0,2018-06-01,5000000.0,microempresarial
industria,fabrica de,enciso,2,8.0,2016-04-20,5000000.0,microempresarial
industria,fabrica de,robledo,2,7.0,2016-06-01,2100000.0,microempresarial
comercio,variedades,manrique central no. 2,2,3.0,2018-04-20,5000000.0,microempresarial
comercio,variedades,palmitas,1,50.0,2017-11-20,7377000.0,microempresarial
comercio,panaderia,moravia,2,4.0,2018-02-15,6000000.0,microempresarial
comercio,variedades,alfonso lopez,2,5.0,2016-11-04,6000000.0,microempresarial
industria,fabrica de,aranjuez,3,4.0,2017-10-24,5500000.0,microempresarial
comercio,comidas rapidas,san diego,2,10.0,2018-08-09,7800000.0,microempresarial
comercio,variedades,enciso,2,8.0,2018-10-31,7800000.0,microempresarial
industria,fabrica de,barrio caicedo,1,9.0,2018-08-31,6000000.0,microempresarial
comercio,comidas rapidas,campo valdes no. 1,3,4.0,2017-02-03,7377000.0,microempresarial
comercio,tienda,manrique central no. 2,2,3.0,2018-04-10,7812000.0,microempresarial
servicio,comidas rapidas,robledo,0,7.0,2016-04-15,6890000.0,microempresarial
comercio,deposito de,barrio caicedo,1,9.0,2018-08-10,500000000.0,microempresarial
comercio,almacen de ropa en,manrique oriental,2,3.0,2017-08-01,7377000.0,microempresarial
servicio,panaderia,pablo vi,2,2.0,2018-10-03,2250000.0,microempresarial
comercio,fabrica de,el salvador,2,9.0,2019-02-13,5000000.0,microempresarial
industria,fabrica de calzado,popular,2,1.0,2016-08-30,6890000.0,microempresarial
servicio,variedades,la floresta,3,12.0,2017-05-30,600000000.0,microempresarial
comercio,restaurante,robledo,2,7.0,2019-02-08,8281000.0,microempresarial
comercio,almacen de ropa en,san javier no.2,1,13.0,2017-09-28,1000000.0,microempresarial
comercio,comidas rapidas,moscu no. 1,1,2.0,2018-02-22,7800000.0,microempresarial
comercio,variedades,moravia,2,4.0,2018-06-06,1500000.0,microempresarial
industria,fabrica de,robledo,2,7.0,2017-01-13,243010.0,microempresarial
comercio,reciclaje,manrique central no. 1,2,4.0,2018-05-25,3000000.0,microempresarial
servicio,productos de belleza,villa hermosa,3,8.0,2016-11-09,6890000.0,microempresarial
industria,carpinteria,cabecera san cristobal,1,13.0,2019-01-15,3000000.0,microempresarial
comercio,legumbreria,juan xxiii la quiebra,1,13.0,2017-12-22,4400000.0,microempresarial
servicio,restaurante,buenos aires,2,7.0,2016-09-27,6890000.0,microempresarial
comercio,variedades,el salvador,3,9.0,2018-02-05,7000000.0,microempresarial
comercio,almacen de ropa en,la america,3,12.0,2018-11-08,3000000.0,microempresarial
servicio,peluqueria,aranjuez,3,4.0,2018-04-24,2000000.0,microempresarial
comercio,comidas rapidas,barrio caicedo,1,9.0,2017-09-22,7370000.0,microempresarial
comercio,panaderia,robledo,2,7.0,2017-02-06,4000000.0,microempresarial
comercio,charcuteria,cabecera san cristobal,2,60.0,2019-02-27,7000000.0,microempresarial
comercio,comidas rapidas,robledo,2,7.0,2019-03-05,700000000.0,microempresarial
comercio,venta de calzado,barrio caicedo,2,9.0,2016-11-02,3000000.0,microempresarial
servicio,variedades,belen,2,16.0,2017-11-20,7000000.0,microempresarial
comercio,variedades,manrique central no. 1,2,4.0,2017-07-05,6080000.0,microempresarial
agropecuaria,sembrados,san josé de la montaña,1,60.0,2017-12-04,14000000.0,microempresarial
servicio,gimnasio,cabecera san cristobal,3,60.0,2016-11-29,6000000.0,microempresarial
servicio,venta de pollos,cabecera san cristobal,2,60.0,2017-07-26,7300000.0,microempresarial
comercio,fabrica de,popular,2,1.0,2019-05-13,7300000.0,microempresarial
comercio,comidas rapidas,manrique oriental,2,3.0,2018-05-04,5000000.0,microempresarial
comercio,legumbreria,san javier no.1,1,13.0,2017-09-07,7000000.0,microempresarial
comercio,tienda,belen,3,16.0,2017-09-06,5000000.0,microempresarial
servicio,mantenimiento en,manrique oriental,3,3.0,2018-07-31,7800000.0,microempresarial
comercio,comidas rapidas,santa cruz,2,2.0,2017-08-08,5000000.0,microempresarial
comercio,distribuidora de,santa cruz,2,2.0,2018-02-13,7800000.0,microempresarial
industria,fabrica de,popular,2,1.0,2016-12-13,6000000.0,microempresarial
servicio,comidas rapidas,san javier no.1,2,13.0,2018-02-05,2000000.0,microempresarial
servicio,taller de mecanica,manrique central no. 2,1,3.0,2018-07-10,2500000.0,microempresarial
comercio,restaurante,aranjuez,3,4.0,2017-05-09,5500000.0,microempresarial
servicio,cafe e internet,cabecera san antonio,3,80.0,2016-06-10,6000000.0,microempresarial
comercio,charcuteria,belen,2,16.0,2017-02-08,737000000.0,microempresarial
comercio,comidas rapidas,manrique central no. 2,3,3.0,2019-01-18,5000000.0,microempresarial
comercio,tienda,playon de los,1,2.0,2017-01-06,6890000.0,microempresarial
servicio,comidas rapidas,san javier no.1,2,13.0,2016-04-28,6500000.0,microempresarial
industria,fabrica de calzado,robledo,3,7.0,2017-08-11,7370000.0,microempresarial
comercio,almacen de ropa en,la candelaria,1,10.0,2018-10-03,7800000.0,microempresarial
comercio,tienda,campo valdes no. 1,3,4.0,2016-04-07,6890000.0,microempresarial
comercio,almacen de ropa en,moravia,1,4.0,2017-08-02,1000000.0,microempresarial
comercio,tienda,20 de julio,2,13.0,2016-04-19,600000000.0,microempresarial
comercio,variedades,manrique central no. 1,2,4.0,2018-11-09,2000000.0,microempresarial
servicio,comidas rapidas,manrique central no. 1,2,4.0,2016-10-03,6890000.0,microempresarial
comercio,variedades,la francia,2,2.0,2016-04-08,4136000.0,microempresarial
servicio,publicidad y,san javier no.1,3,13.0,2017-08-03,737000000.0,microempresarial
comercio,tienda,cabecera san cristobal,2,60.0,2017-05-05,5000000.0,microempresarial
agropecuaria,viveros,cabecera san cristobal,2,60.0,2017-05-02,3000000.0,microempresarial
servicio,peluqueria,robledo,2,7.0,2017-12-12,7377000.0,microempresarial
servicio,organizacion y,santander,2,6.0,2018-03-02,3500000.0,microempresarial
comercio,peluqueria,andalucia,2,2.0,2017-01-25,5000000.0,microempresarial
industria,fabrica de,aranjuez,3,4.0,2017-12-13,4000000.0,microempresarial
comercio,almacen de ropa en,santa lucia,3,12.0,2018-07-27,7800000.0,microempresarial
comercio,restaurante,san javier no.1,1,13.0,2018-07-18,300000000.0,microempresarial
comercio,variedades,moravia,1,4.0,2018-06-27,2000000.0,microempresarial
industria,fabrica de alimentos,robledo,2,7.0,2018-04-20,7800000.0,microempresarial
comercio,comidas rapidas,robledo,2,7.0,2018-04-05,6500000.0,microempresarial
comercio,variedades,cabecera san antonio,3,80.0,2018-08-03,3000000.0,microempresarial
industria,fabrica de,robledo,2,7.0,2016-08-30,6890000.0,microempresarial
comercio,papeleria,cabecera san cristobal,3,60.0,2017-11-10,7300000.0,microempresarial
servicio,papeleria,buenos aires,1,9.0,2018-11-26,7812000.0,microempresarial
comercio,fabrica de,doce de octubre no.1,2,6.0,2018-01-05,5000000.0,microempresarial
industria,carpinteria,cabecera san antonio,2,80.0,2018-01-26,3500000.0,microempresarial
industria,fabrica de,robledo,2,7.0,2017-09-12,5000000.0,microempresarial
comercio,comidas rapidas,cabecera san cristobal,2,60.0,2018-02-22,6000000.0,microempresarial
comercio,variedades,castilla,3,5.0,2018-09-20,7000000.0,microempresarial
servicio,barberia,aranjuez,2,4.0,2019-03-12,8281000.0,microempresarial
industria,fabrica de,andalucia,1,2.0,2018-08-29,6000000.0,microempresarial
comercio,restaurante,robledo,2,7.0,2017-07-24,7000000.0,microempresarial
comercio,variedades,picacho,1,6.0,2018-01-22,7000000.0,microempresarial
comercio,comidas rapidas,moravia,2,4.0,2016-07-08,5000000.0,microempresarial
comercio,tienda,castilla,3,5.0,2017-09-19,7377000.0,microempresarial
comercio,variedades,robledo,3,7.0,2017-05-05,7370000.0,microempresarial
comercio,tienda,popular,2,1.0,2018-04-26,2000000.0,microempresarial
comercio,variedades,villatina,1,8.0,2017-03-16,7370000.0,microempresarial
comercio,variedades,robledo,3,7.0,2017-09-22,7377000.0,microempresarial
servicio,peluqueria,villa hermosa,3,8.0,2016-01-05,3000000.0,microempresarial
comercio,legumbreria,castilla,3,5.0,2018-05-22,5000000.0,microempresarial
industria,fabrica de,robledo,3,7.0,2019-02-18,8200000.0,microempresarial
industria,fotografia,playon de los,2,2.0,2016-06-08,6000000.0,microempresarial
servicio,mantenimiento en,altavista,3,16.0,2016-07-08,6890000.0,microempresarial
comercio,comidas rapidas,las palmas,3,10.0,2018-11-06,4000000.0,microempresarial
servicio,peluqueria,picacho,1,6.0,2017-12-06,5000000.0,microempresarial
industria,fabrica de,villa hermosa,2,8.0,2018-04-09,6000000.0,microempresarial
comercio,restaurante,aranjuez,2,4.0,2018-06-27,1500000.0,microempresarial
comercio,variedades,robledo,3,7.0,2016-02-25,6890000.0,microempresarial
comercio,comidas rapidas,villa hermosa,2,8.0,2017-11-09,3000000.0,microempresarial
comercio,variedades,villatina,2,8.0,2018-01-17,5000000.0,microempresarial
servicio,mensajeria,santa cruz,2,2.0,2017-04-18,7000000.0,microempresarial
servicio,lavadero de,robledo,3,7.0,2017-02-07,2500000.0,microempresarial
industria,fabrica de,san antonio,1,8.0,2018-05-08,700000000.0,microempresarial
comercio,tienda,enciso,2,8.0,2018-05-25,7000000.0,microempresarial
comercio,papeleria,cabecera san antonio,1,80.0,2016-11-09,1500000.0,microempresarial
industria,fabrica de,san javier no.2,1,13.0,2016-04-20,450000000.0,microempresarial
comercio,tienda de helados,la floresta,3,12.0,2016-03-15,6800000.0,microempresarial
agropecuaria,jardineria,cabecera san cristobal,2,60.0,2017-02-21,3000000.0,fomento agropecuario
servicio,variedades,enciso,2,8.0,2017-03-13,6000000.0,microempresarial
industria,fabrica de,aranjuez,2,4.0,2017-12-18,7300000.0,microempresarial
servicio,barberia,tejelo,3,5.0,2016-10-05,5000000.0,microempresarial
industria,fabrica de,san javier no.1,1,13.0,2017-02-08,4000000.0,microempresarial
servicio,peluqueria,buenos aires,3,9.0,2019-05-24,8000000.0,microempresarial
comercio,restaurante,santo domingo savio,1,1.0,2018-11-14,7800000.0,microempresarial
industria,almacen de ropa en,cabecera san antonio,2,80.0,2017-07-27,5000000.0,microempresarial
comercio,variedades,santo domingo savio,1,1.0,2018-05-23,6500000.0,microempresarial
comercio,comidas rapidas,florencia,3,5.0,2018-08-10,2500000.0,microempresarial
comercio,comidas rapidas,campo valdes no. 1,3,4.0,2016-11-04,6000000.0,microempresarial
comercio,variedades,manrique central no. 2,2,3.0,2019-05-22,8000000.0,microempresarial
comercio,almacen de ropa en,la salle,1,3.0,2018-03-06,7800000.0,microempresarial
industria,fabrica de,sucre,2,8.0,2017-11-16,7000000.0,microempresarial
comercio,almacen de ropa en,robledo,1,7.0,2017-07-26,4500000.0,microempresarial
comercio,ferreteria,belen,2,16.0,2019-02-19,6000000.0,microempresarial
comercio,tienda,popular,2,1.0,2016-02-29,3000000.0,microempresarial
servicio,taller de mecanica,robledo,2,7.0,2017-09-11,7300000.0,microempresarial
servicio,peluqueria,altavista,1,16.0,2018-10-03,6750000.0,microempresarial
servicio,restaurante,castilla,3,5.0,2018-07-16,7800000.0,microempresarial
industria,panaderia,san javier no.1,3,13.0,2016-02-01,10000000.0,juridica y cap.semilla
industria,fabrica de calzado,castilla,3,5.0,2018-07-12,5000000.0,microempresarial
industria,fabrica de,enciso,2,8.0,2018-08-03,6000000.0,microempresarial
comercio,panaderia,el rodeo,3,15.0,2016-11-22,6890000.0,microempresarial
comercio,distribuidora de,popular,2,1.0,2017-03-29,4000000.0,microempresarial
comercio,comidas rapidas,belalcazar,2,5.0,2018-06-21,5000000.0,microempresarial
comercio,tienda naturista,el socorro,2,13.0,2018-06-05,3000000.0,microempresarial
comercio,fabrica de alimentos,picacho,1,6.0,2019-02-06,2000000.0,microempresarial
servicio,fotografia,juan xxiii la quiebra,2,13.0,2018-06-01,7800000.0,microempresarial
industria,comidas rapidas,villa hermosa,2,8.0,2017-12-14,700000000.0,microempresarial
comercio,comidas rapidas,nuevos conquistadores,1,13.0,2017-03-08,6000000.0,microempresarial
comercio,variedades,manrique central no. 1,2,4.0,2018-07-05,3000000.0,microempresarial
comercio,fabrica de colchones,manrique oriental,1,3.0,2018-10-31,6000000.0,microempresarial
servicio,organizacion y,campo valdes no. 1,3,4.0,2018-12-04,7800000.0,microempresarial
comercio,almacen de ropa en,belen,2,16.0,2017-12-22,4400000.0,microempresarial
comercio,fabrica de colchones,aranjuez,3,4.0,2017-06-21,7377000.0,microempresarial
industria,marqueteria,castilla,2,5.0,2019-01-24,8000000.0,microempresarial
comercio,tienda,santa elena central,1,90.0,2018-05-08,3000000.0,microempresarial
servicio,ferreteria,manrique oriental,2,3.0,2017-02-03,6000000.0,microempresarial
comercio,variedades,castilla,3,5.0,2018-04-25,7800000.0,microempresarial
comercio,almacen de ropa en,playon de los,2,2.0,2017-07-13,7370000.0,microempresarial
comercio,ferreteria,santo domingo savio,2,1.0,2016-03-30,5000000.0,microempresarial
comercio,tienda,aranjuez,3,4.0,2018-04-20,7800000.0,microempresarial
comercio,fabrica de,castilla,3,5.0,2017-06-29,7000000.0,microempresarial
servicio,taller de mecanica,altavista,3,70.0,2019-03-14,8200000.0,microempresarial
comercio,almacen de ropa en,aranjuez,3,4.0,2017-02-08,5000000.0,microempresarial
servicio,variedades,manrique oriental,2,3.0,2017-07-17,7300000.0,microempresarial
comercio,variedades,popular,2,1.0,2018-03-22,7800000.0,microempresarial
comercio,tienda,manrique central no. 2,2,3.0,2019-01-09,7800000.0,microempresarial
servicio,barberia,aranjuez,2,4.0,2017-09-05,7377000.0,microempresarial
industria,fabrica de,belen,3,16.0,2016-10-31,6890000.0,microempresarial
agropecuaria,venta de pollos,belen,1,16.0,2017-07-25,14000000.0,microempresarial
industria,fabrica de,popular,2,1.0,2016-03-15,6800000.0,microempresarial
servicio,comidas rapidas,andalucia,2,2.0,2018-08-22,4500000.0,microempresarial
industria,fabrica de,andalucia,2,2.0,2017-07-13,7000000.0,microempresarial
comercio,tienda,cabecera san cristobal,2,60.0,2017-08-09,7000000.0,microempresarial
comercio,tienda,cabecera san cristobal,2,60.0,2017-06-07,7300000.0,microempresarial
comercio,variedades,robledo,3,7.0,2017-10-26,73700000.0,microempresarial
comercio,comidas rapidas,robledo,3,7.0,2018-04-19,3000000.0,microempresarial
comercio,variedades,santo domingo savio,1,1.0,2018-04-16,3000000.0,microempresarial
industria,fabrica de,doce de octubre no.1,2,6.0,2017-11-16,7370000.0,microempresarial
industria,fabrica de,enciso,3,8.0,2018-07-05,4000000.0,microempresarial
industria,fabrica de,centro admtivo,3,10.0,2017-08-09,3000000.0,microempresarial
servicio,deposito de,campo valdes no. 1,3,4.0,2016-09-23,4000000.0,microempresarial
servicio,peluqueria,boyaca,3,5.0,2016-11-24,5200000.0,microempresarial
comercio,variedades,cabecera san antonio,2,80.0,2018-01-25,4500000.0,microempresarial
industria,fabrica de alimentos,cabecera san cristobal,1,60.0,2018-03-09,4000000.0,microempresarial
comercio,tienda,juan xxiii la quiebra,1,13.0,2017-11-16,3600000.0,microempresarial
industria,fabrica de,popular,2,1.0,2018-02-06,3000000.0,microempresarial
comercio,tienda,san javier no.1,1,13.0,2019-05-29,7000000.0,microempresarial
industria,fabrica de,belen,1,16.0,2017-02-09,7377000.0,microempresarial
comercio,variedades,campo valdes no. 1,3,4.0,2017-10-19,7000000.0,microempresarial
servicio,peluqueria,buenos aires,3,9.0,2018-07-09,5000000.0,microempresarial
comercio,mantenimiento en,el salvador,2,9.0,2016-09-05,6000000.0,microempresarial
comercio,comidas rapidas,santo domingo savio,1,1.0,2017-02-17,7377000.0,microempresarial
comercio,almacen de ropa en,cabecera san antonio,2,80.0,2018-11-14,7000000.0,microempresarial
servicio,peluqueria,villatina,2,8.0,2016-05-10,3000000.0,microempresarial
industria,fabrica de calzado,20 de julio,2,13.0,2017-08-08,7300000.0,microempresarial
comercio,variedades,cabecera san antonio,3,80.0,2017-01-20,7377000.0,microempresarial
servicio,barberia,popular,1,1.0,2017-06-01,7377000.0,microempresarial
servicio,peluqueria,santa cruz,2,2.0,2017-02-03,7377000.0,microempresarial
